0	0.0000
1	5.0650
2	7.1900
3	9.4598
4	11.5954
5	13.6151
6	15.5030
7	17.2906
8	19.0030
9	20.6629
10	22.2778
11	23.8459
12	25.3617
13	26.8379
14	28.2903
15	29.7047
16	31.0953
17	32.4540
18	33.7910
19	35.1046
20	36.3961
21	37.6657
22	38.9141
23	40.1401
24	41.3510
25	42.5414
26	43.7190
27	44.8849
28	46.0364
29	47.1747
30	48.3050
31	49.4186
32	50.5261
33	51.6176
34	52.6962
35	53.7608
36	54.8135
37	55.8525
38	56.8782
39	57.8857
40	58.8827
41	59.8600
42	60.8237
43	61.7754
44	62.7095
45	63.6340
46	64.5379
47	65.4317
48	66.3127
49	67.1758
50	68.0220
51	68.8513
52	69.6649
53	70.4669
54	71.2520
55	72.0226
56	72.7738
57	73.5252
58	74.2664
59	74.9968
60	75.7089
61	76.4062
62	77.0787
63	77.7420
64	78.3909
65	79.0242
66	79.6436
67	80.2331
68	80.8119
69	81.3729
70	81.9247
71	82.4620
72	82.9804
73	83.4849
74	83.9764
75	84.4519
76	84.9231
77	85.3779
78	85.8247
79	86.2507
80	86.6832
81	87.1224
82	87.5822
83	88.0406
84	88.5033
85	88.9774
86	89.4739
87	89.9865
88	90.4962
89	91.0078
90	91.5297
91	92.0612
92	92.5885
93	93.1132
94	93.6362
95	94.1565
96	94.6684
97	95.1723
98	95.6677
99	96.1540
100	96.6296
101	97.1016
102	97.5609
103	98.0068
104	98.4301
105	98.8369
106	99.2375
107	99.6289
108	100.0046
109	100.3800
110	100.7598
111	101.1346
112	101.5066
113	101.8861
114	102.2657
115	102.6462
116	103.0197
117	103.3930
118	103.7574
119	104.1316
120	104.5076
121	104.8892
122	105.2638
123	105.6414
124	106.0177
125	106.3841
126	106.7444
127	107.0928
128	107.4492
129	107.7877
130	108.1359
131	108.4982
132	108.8596
133	109.2422
134	109.6326
135	110.0582
136	110.5074
137	110.9858
138	111.4896
139	112.0178
140	112.5740
141	113.1405
142	113.7093
143	114.2923
144	114.8944
145	115.4894
146	116.0776
147	116.6981
148	117.3308
149	117.9689
150	118.6236
151	119.2905
152	119.9351
153	120.5830
154	121.2128
155	121.8294
156	122.4193
157	123.0022
158	123.5519
159	124.0737
160	124.5786
161	125.0854
162	125.5667
163	126.0926
164	126.6121
165	127.0998
166	127.5887
167	128.0972
168	128.5757
169	129.0507
170	129.5043
171	129.9208
172	130.3143
173	130.6852
174	131.0215
175	131.3337
176	131.6018
177	131.8348
178	132.1220
179	132.4283
180	132.7467
181	133.0653
182	133.3859
183	133.8148
184	134.2892
185	134.8019
186	135.4289
187	135.7439
