0	0.0000
1	5.1117
2	7.1868
3	9.4567
4	11.5847
5	13.5615
6	15.4038
7	17.1236
8	18.7456
9	20.2920
10	21.7602
11	23.1613
12	24.5002
13	25.7686
14	26.9898
15	28.1480
16	29.2577
17	30.3443
18	31.3843
19	32.3722
20	33.3270
21	34.2455
22	35.1266
23	35.9797
24	36.7980
25	37.5771
26	38.3181
27	39.0202
28	39.6792
29	40.3005
30	40.8820
31	41.4185
32	41.9153
33	42.3756
34	42.7990
35	43.2027
36	43.5702
37	43.9136
38	44.2497
39	44.5693
40	44.8692
41	45.1504
42	45.4271
43	45.6913
44	45.9422
45	46.1905
46	46.4374
47	46.6722
48	46.8996
49	47.1280
50	47.3461
51	47.5548
52	47.7490
53	47.9300
54	48.1172
55	48.2986
56	48.4729
57	48.6447
58	48.8193
59	48.9882
60	49.1493
61	49.3030
62	49.4543
63	49.5851
64	49.7135
65	49.8257
66	49.9375
67	50.0242
68	50.1406
69	50.2637
70	50.4126
71	50.5701
72	50.7586
73	50.9543
74	51.1605
75	51.3843
76	51.6172
77	51.8542
78	52.0908
79	52.3304
80	52.5681
81	52.7913
82	53.0238
83	53.2715
84	53.5181
85	53.7758
86	54.0281
87	54.2886
88	54.5533
89	54.8097
90	55.0526
91	55.2902
92	55.5193
93	55.7232
94	55.9402
95	56.1655
96	56.3996
97	56.6341
98	56.8860
99	57.1583
100	57.4204
101	57.7414
102	58.0902
103	58.4505
104	58.8520
105	59.2617
106	59.6833
107	60.1200
108	60.5474
109	60.9759
110	61.3836
111	61.7621
112	62.0841
113	62.3814
114	62.6775
115	62.8992
116	63.1551
117	63.4229
118	63.6523
119	63.8594
120	64.1050
121	64.3376
122	64.6154
123	64.9265
124	65.2907
125	65.7026
126	66.1433
127	66.6322
128	67.1968
129	67.7636
130	68.2789
131	68.9222
132	69.3169
